algo,host,iter,seed,n,avgDeg,alpha,PLE,T,R,TimeTotal,TimePoints,TimePrepro,TimeEdges,GenNumEdge,GenAvgDeg
hypergirgs,gluten,1,2210,46415888,10,0.6,2.2,0,36.7676,6151.4,1067.21,2326.57,2623.32,246278680,10.6118
hypergirgs,gluten,1,2220,10000,100,0.6,2.2,0,14.0942,19.4513,0.852967,12.9927,5.59573,470987,94.1974
hypergirgs,gluten,1,2230,21544,100,0.6,2.2,0,15.8307,28.8813,2.56541,19.4655,6.83981,1059599,98.366
hypergirgs,gluten,1,2240,46415,100,0.6,2.2,0,17.531,22.589,3.53369,12.0841,6.96246,2266939,97.6813
hypergirgs,gluten,1,2250,100000,100,0.6,2.2,0,19.2046,21.2031,1.46911,7.37359,12.3503,4926761,98.5352
hypergirgs,gluten,1,2260,215443,100,0.6,2.2,0,20.8564,49.605,2.33323,22.1989,25.0647,10457309,97.0773
hypergirgs,gluten,1,2270,464158,100,0.6,2.2,0,22.4907,93.6727,12.1901,35.5825,45.8881,22722733,97.9095
hypergirgs,gluten,1,2280,1000000,100,0.6,2.2,0,24.1109,163.695,10.3941,42.9507,107.545,49371486,98.743
hypergirgs,gluten,1,2290,2154434,100,0.6,2.2,0,25.7189,333.64,31.2924,75.5895,217.258,111104538,103.14
hypergirgs,gluten,1,2300,4641588,100,0.6,2.2,0,27.3174,805.259,125.328,193.373,472.273,229262444,98.7862
hypergirgs,gluten,1,2310,10000000,100,0.6,2.2,0,28.9074,1757.6,296.707,362.93,1068.27,495605614,99.1211
hypergirgs,gluten,1,2320,21544346,100,0.6,2.2,0,30.4901,3626.39,511.147,749.51,2301.1,1101536218,102.258
hypergirgs,gluten,1,2330,46415888,100,0.6,2.2,0,32.0667,7852.93,1099.74,1683.75,4922.26,2425936119,104.53
hypergirgs,gluten,1,2340,21544,1000,0.6,2.2,0,10.4538,68.9292,1.44503,31.2323,36.2437,9806820,910.399
hypergirgs,gluten,1,2350,46415,1000,0.6,2.2,0,12.309,67.6516,3.2296,23.9144,40.4998,22060663,950.583
hypergirgs,gluten,1,2360,100000,1000,0.6,2.2,0,14.0941,93.5113,1.64788,13.8416,78.0129,49131456,982.629
hypergirgs,gluten,1,2370,215443,1000,0.6,2.2,0,15.8305,177.537,2.21863,9.20251,166.094,104791540,972.801
hypergirgs,gluten,1,2380,464158,1000,0.6,2.2,0,17.5312,390.755,4.83734,17.5123,368.392,232868767,1003.4
hypergirgs,gluten,1,2390,1000000,1000,0.6,2.2,0,19.2046,803.109,10.1325,41.247,749.191,495290697,990.581
hypergirgs,gluten,1,2400,2154434,1000,0.6,2.2,0,20.8563,1777.68,27.1173,74.9825,1666.39,1071155054,994.373
hypergirgs,gluten,1,2410,4641588,1000,0.6,2.2,0,22.4907,4082.35,141.859,220.9,3705.35,2332379869,1004.99
hypergirgs,gluten,1,2420,10000000,1000,0.6,2.2,0,24.1108,8560.03,257.099,398.805,7853.14,4913212774,982.643
hypergirgs,gluten,1,2430,21544346,1000,0.6,2.2,0,25.719,18538.6,581.187,713.603,17180.9,10827981379,1005.18
hypergirgs,gluten,1,2440,46415888,1000,0.6,2.2,0,27.3174,38928.3,1069.68,1448.63,36269,22890396437,986.317
hypergirgs,gluten,1,2450,10000,10,1,3,0,15.683,8.95223,0.850553,1.33626,6.75786,48898,9.7796
hypergirgs,gluten,1,2460,21544,10,1,3,0,17.2179,26.8587,1.41186,20.4001,5.0328,106603,9.89631
hypergirgs,gluten,1,2470,46415,10,1,3,0,18.7527,37.2601,2.04174,27.2113,7.99468,229728,9.89887
hypergirgs,gluten,1,2480,100000,10,1,3,0,20.2913,39.8172,4.76629,28.2184,6.82502,497146,9.94292
hypergirgs,gluten,1,2490,215443,10,1,3,0,21.8265,56.1251,10.5082,33.9253,11.6813,1061580,9.85486
hypergirgs,gluten,1,2500,464158,10,1,3,0,23.3616,65.8258,11.4047,39.8487,14.5612,2307773,9.94391
hypergirgs,gluten,1,2510,1000000,10,1,3,0,24.8968,101.251,15.7021,54.1891,28.5012,5002405,10.0048
hypergirgs,gluten,1,2520,2154434,10,1,3,0,26.4319,175.518,27.9504,79.2914,59.0953,10758916,9.9877
hypergirgs,gluten,1,2530,4641588,10,1,3,0,27.9671,484.057,114.528,202.351,143.991,23189094,9.99188
hypergirgs,gluten,1,2540,10000000,10,1,3,0,29.5022,962.927,268.7,403.515,258.043,49831212,9.96624
hypergirgs,gluten,1,2550,21544346,10,1,3,0,31.0374,1924.76,564.991,793.204,497.653,107457514,9.97547
hypergirgs,gluten,1,2560,46415888,10,1,3,0,32.5725,3896.45,1022.75,1743.13,982.681,232062965,9.99929
hypergirgs,gluten,1,2570,10000,100,1,3,0,11.0622,35.3837,0.922605,24.1853,10.2606,525021,105.004
hypergirgs,gluten,1,2580,21544,100,1,3,0,12.6063,19.3798,4.82969,4.87345,9.66256,1052331,97.6913
hypergirgs,gluten,1,2590,46415,100,1,3,0,14.1455,18.2143,3.27555,4.08665,10.8406,2300033,99.1073
hypergirgs,gluten,1,2600,100000,100,1,3,0,15.683,35.4647,1.9847,17.0433,16.425,5106994,102.14
hypergirgs,gluten,1,2610,215443,100,1,3,0,17.2191,40.6066,2.65484,9.82324,28.1178,10583213,98.2461
hypergirgs,gluten,1,2620,464158,100,1,3,0,18.7545,73.0153,5.31513,18.6492,49.0404,23257659,100.214
hypergirgs,gluten,1,2630,1000000,100,1,3,0,20.2899,167.34,10.1376,41.7937,112.842,49865594,99.7312
hypergirgs,gluten,1,2640,2154434,100,1,3,0,21.825,328.336,25.4063,71.9833,221.759,107521097,99.8138
hypergirgs,gluten,1,2650,4641588,100,1,3,0,23.36,856.715,116.785,214.298,511.388,232027842,99.9778
hypergirgs,gluten,1,2660,10000000,100,1,3,0,24.8951,1679.62,243.539,354.48,1052.02,498862959,99.7726
hypergirgs,gluten,1,2670,21544346,100,1,3,0,26.4301,3566.54,515.233,750.48,2238.13,1078997060,100.165
hypergirgs,gluten,1,2680,46415888,100,1,3,0,27.9655,7521.45,1046.86,1517.69,4788.25,2321273407,100.021
hypergirgs,gluten,1,2690,21544,1000,1,3,0,7.93843,53.4176,1.06437,15.365,36.9617,10863459,1008.49
hypergirgs,gluten,1,2700,46415,1000,1,3,0,9.50959,72.5243,1.80181,16.5072,53.965,23478515,1011.68
hypergirgs,gluten,1,2710,100000,1000,1,3,0,11.0624,104.598,1.62439,15.8156,87.129,49701107,994.022
hypergirgs,gluten,1,2720,215443,1000,1,3,0,12.6062,204.984,2.29598,9.57713,193.102,106273936,986.562
hypergirgs,gluten,1,2730,464158,1000,1,3,0,14.1456,453.893,4.72635,15.869,433.015,233395770,1005.67
hypergirgs,gluten,1,2740,1000000,1000,1,3,0,15.6828,960.126,14.7526,40.3718,902.085,499365433,998.731
hypergirgs,gluten,1,2750,2154434,1000,1,3,0,17.2189,2139.89,41.0551,117.965,1972.38,1075762602,998.65
hypergirgs,gluten,1,2760,4641588,1000,1,3,0,18.7545,4408.74,143.293,215.891,4036.65,2320003536,999.659
hypergirgs,gluten,1,2770,10000000,1000,1,3,0,20.2899,9749.2,254.419,403.807,9065.1,4999360664,999.872
hypergirgs,gluten,1,2780,21544346,1000,1,3,0,21.8251,21531,493.764,782.753,20159.9,10788264855,1001.49
hypergirgs,gluten,1,2790,46415888,1000,1,3,0,23.3602,41706.3,1116.18,1548.97,38900.1,23210011853,1000.09
hypergirgs,gluten,1,2800,10000,10,0.6,2.2,0.5,20.9825,34.0127,0.860686,26.8433,6.28361,27392,5.4784
hypergirgs,gluten,1,2810,21544,10,0.6,2.2,0.5,22.5176,62.091,1.23433,45.9859,14.839,67145,6.23329
hypergirgs,gluten,1,2820,46415,10,0.6,2.2,0.5,24.0526,78.8444,3.70722,50.6105,24.4935,167760,7.2287
hypergirgs,gluten,1,2830,100000,10,0.6,2.2,0.5,25.5877,81.8094,4.55564,33.2717,43.9484,386367,7.72734
hypergirgs,gluten,1,2840,215443,10,0.6,2.2,0.5,27.1228,142.582,2.76403,50.9738,88.8029,774201,7.18706
hypergirgs,gluten,1,2850,464158,10,0.6,2.2,0.5,28.6578,236.231,5.63786,54.0944,176.154,1921479,8.27942
hypergirgs,gluten,1,2860,1000000,10,0.6,2.2,0.5,30.1929,479.054,17.5455,115.265,340.14,4317677,8.63535
hypergirgs,gluten,1,2870,2154434,10,0.6,2.2,0.5,31.7279,964.523,45.9687,177.339,729.71,8456719,7.85053
hypergirgs,gluten,1,2880,4641588,10,0.6,2.2,0.5,33.263,1984.77,141.192,337.8,1486.62,18276282,7.87501
hypergirgs,gluten,1,2890,10000000,10,0.6,2.2,0.5,34.7981,3992.03,248.543,626.614,3080.15,43610083,8.72202
hypergirgs,gluten,1,2900,21544346,10,0.6,2.2,0.5,36.3331,8271.85,527.982,1245.69,6425.03,92865449,8.62086
hypergirgs,gluten,1,2910,46415888,10,0.6,2.2,0.5,37.8682,17483,1054.34,2467.52,13811.2,200940098,8.65825
hypergirgs,gluten,1,2920,10000,100,0.6,2.2,0.5,16.3774,29.4021,0.850879,20.0277,8.50449,253689,50.7378
hypergirgs,gluten,1,2930,21544,100,0.6,2.2,0.5,17.9124,41.3039,1.21427,24.8893,15.1788,589573,54.732
hypergirgs,gluten,1,2940,46415,100,0.6,2.2,0.5,19.4475,46.0177,1.35461,14.1851,30.4536,1514939,65.278
hypergirgs,gluten,1,2950,100000,100,0.6,2.2,0.5,20.9825,75.8453,1.90673,19.8366,54.0759,3156794,63.1359
hypergirgs,gluten,1,2960,215443,100,0.6,2.2,0.5,22.5176,148.022,2.08574,27.4322,118.393,7595592,70.5114
hypergirgs,gluten,1,2970,464158,100,0.6,2.2,0.5,24.0527,299.49,5.08526,37.2698,257.04,15817153,68.1542
hypergirgs,gluten,1,2980,1000000,100,0.6,2.2,0.5,25.5877,668.858,10.3455,60.884,594.893,36598883,73.1978
hypergirgs,gluten,1,2990,2154434,100,0.6,2.2,0.5,27.1228,1467.87,27.1708,99.8768,1331.71,81608932,75.759
hypergirgs,gluten,1,3000,4641588,100,0.6,2.2,0.5,28.6578,3444.62,127.337,247.704,3055.4,182371688,78.5816
hypergirgs,gluten,1,3010,10000000,100,0.6,2.2,0.5,30.1929,7282.32,256.606,407.183,6589.18,396508709,79.3017
hypergirgs,gluten,1,3020,21544346,100,0.6,2.2,0.5,31.7279,16202.6,511.26,924.275,14683,865747622,80.3689
hypergirgs,gluten,1,3030,46415888,100,0.6,2.2,0.5,33.263,36196,1073.05,1822.76,33193.6,1991803929,85.8242
hypergirgs,gluten,1,3040,21544,1000,0.6,2.2,0.5,13.3072,107.816,3.0205,40.3576,64.4182,4649229,431.603
hypergirgs,gluten,1,3050,46415,1000,0.6,2.2,0.5,14.8423,152.35,1.16942,25.622,125.541,10432091,449.514
hypergirgs,gluten,1,3060,100000,1000,0.6,2.2,0.5,16.3774,331.314,1.35493,11.9061,318.01,25713389,514.268
hypergirgs,gluten,1,3070,215443,1000,0.6,2.2,0.5,17.9124,770.408,2.25171,17.227,750.894,59330754,550.779
hypergirgs,gluten,1,3080,464158,1000,0.6,2.2,0.5,19.4475,1871.13,7.13795,55.1734,1808.76,139812981,602.437
hypergirgs,gluten,1,3090,1000000,1000,0.6,2.2,0.5,20.9825,4587.47,19.9173,69.9997,4495.15,321193359,642.387
hypergirgs,gluten,1,3100,2154434,1000,0.6,2.2,0.5,22.5176,10069.6,40.6255,117.067,9896.15,739749134,686.722
hypergirgs,gluten,1,3110,4641588,1000,0.6,2.2,0.5,24.0527,22657.6,151.405,240.005,22240.5,1616145286,696.376
hypergirgs,gluten,1,3120,10000000,1000,0.6,2.2,0.5,25.5877,51727,321.25,380.584,50995.7,3659947202,731.989
hypergirgs,gluten,1,3130,21544346,1000,0.6,2.2,0.5,27.1228,118514,554.465,771.675,117126,8364975911,776.536
hypergirgs,gluten,1,3150,10000,10,1,3,0.5,16.5881,19.9399,0.872005,14.9913,4.06032,50742,10.1484
hypergirgs,gluten,1,3160,21544,10,1,3,0.5,18.1231,45.1964,1.62627,35.714,7.83733,107307,9.96166
hypergirgs,gluten,1,3170,46415,10,1,3,0.5,19.6582,23.98,1.33879,12.6586,9.96342,230667,9.93933
hypergirgs,gluten,1,3180,100000,10,1,3,0.5,21.1933,39.0177,1.29848,19.2204,18.2366,489541,9.79082
hypergirgs,gluten,1,3190,215443,10,1,3,0.5,22.7283,67.5359,2.28195,25.997,39.2345,1074651,9.9762
hypergirgs,gluten,1,3200,464158,10,1,3,0.5,24.2634,108.609,4.51328,34.9692,69.0951,2314393,9.97244
hypergirgs,gluten,1,3210,1000000,10,1,3,0.5,25.7984,235.932,9.52187,64.024,159.632,4987978,9.97596
hypergirgs,gluten,1,3220,2154434,10,1,3,0.5,27.3335,493.018,25.9136,91.5138,359.295,10808798,10.034
hypergirgs,gluten,1,3230,4641588,10,1,3,0.5,28.8686,1154.25,140.788,241.42,757.882,23208656,10.0003
hypergirgs,gluten,1,3240,10000000,10,1,3,0.5,30.4036,2282.62,284.218,448.845,1518.25,50112046,10.0224
hypergirgs,gluten,1,3250,21544346,10,1,3,0.5,31.9387,4624.53,488.186,904.151,3151.08,107860589,10.0129
hypergirgs,gluten,1,3260,46415888,10,1,3,0.5,33.4737,9567.53,1019.52,1826.85,6571.42,231951067,9.99447
hypergirgs,gluten,1,3270,10000,100,1,3,0.5,11.9829,49.6855,0.932318,29.3329,19.404,499916,99.9832
hypergirgs,gluten,1,3280,21544,100,1,3,0.5,13.518,57.0428,4.42973,26.1152,26.4838,1045340,97.0423
hypergirgs,gluten,1,3290,46415,100,1,3,0.5,15.053,67.4872,3.77361,22.7543,40.9421,2325598,100.209
hypergirgs,gluten,1,3300,100000,100,1,3,0.5,16.5881,94.2918,1.52186,11.5658,81.1858,5016663,100.333
hypergirgs,gluten,1,3310,215443,100,1,3,0.5,18.1232,194.089,2.18339,17.7541,174.115,10786824,100.136
hypergirgs,gluten,1,3320,464158,100,1,3,0.5,19.6582,406.227,5.10317,28.4567,372.613,23079070,99.4449
hypergirgs,gluten,1,3330,1000000,100,1,3,0.5,21.1933,880.003,9.77216,63.4963,803.996,50188353,100.377
hypergirgs,gluten,1,3340,2154434,100,1,3,0.5,22.7283,1853.71,25.3045,94.7383,1724.43,108160459,100.407
hypergirgs,gluten,1,3350,4641588,100,1,3,0.5,24.2634,4146.3,118.192,226.589,3787.35,232366779,100.124
hypergirgs,gluten,1,3360,10000000,100,1,3,0.5,25.7984,8660.64,278.953,377.173,7975.08,498630244,99.726
hypergirgs,gluten,1,3370,21544346,100,1,3,0.5,27.3335,18495.6,487.247,769.896,17176.4,1075833893,99.8716
hypergirgs,gluten,1,3380,46415888,100,1,3,0.5,28.8686,39874.2,1010.62,1587.27,37101.8,2319608203,99.9489
hypergirgs,gluten,1,3390,21544,1000,1,3,0.5,8.91278,172.635,0.848606,24.5951,147.087,10105038,938.084
hypergirgs,gluten,1,3400,46415,1000,1,3,0.5,10.4478,361.553,2.68126,17.7679,341.086,22876382,985.732
hypergirgs,gluten,1,3410,100000,1000,1,3,0.5,11.9829,811.229,3.29598,20.9062,786.981,49211278,984.226
hypergirgs,gluten,1,3420,215443,1000,1,3,0.5,13.518,1786.43,9.12401,33.6297,1743.66,107189312,995.06
hypergirgs,gluten,1,3430,464158,1000,1,3,0.5,15.053,3702.66,12.384,42.9055,3647.35,230039862,991.214
hypergirgs,gluten,1,3440,1000000,1000,1,3,0.5,16.5881,7908.73,18.6488,72.49,7815.06,501211680,1002.42
hypergirgs,gluten,1,3450,2154434,1000,1,3,0.5,18.1232,16951.1,42.2286,112.207,16788.1,1075309245,998.229
hypergirgs,gluten,1,3460,4641588,1000,1,3,0.5,19.6582,36641,144.313,203.842,36270.2,2324007187,1001.38
hypergirgs,gluten,1,3470,10000000,1000,1,3,0.5,21.1933,78157.1,335.899,402.261,77389.5,4988648570,997.73
hypergirgs,gluten,1,3480,21544346,1000,1,3,0.5,22.7283,169509,534.601,755.422,168124,10778278481,1000.57
hypergirgs,gluten,1,3500,10000,10,0.6,2.2,0.9,24.5068,65.0444,1.17168,48.2021,15.6418,14663,2.9326
hypergirgs,gluten,1,3510,21544,10,0.6,2.2,0.9,26.0419,80.7554,3.29506,46.5736,30.8558,40227,3.7344
hypergirgs,gluten,1,3520,46415,10,0.6,2.2,0.9,27.5769,109.124,1.61534,38.8776,68.5942,99266,4.27732
hypergirgs,gluten,1,3530,100000,10,0.6,2.2,0.9,29.112,180.671,1.72294,52.6096,125.992,220322,4.40644
hypergirgs,gluten,1,3540,215443,10,0.6,2.2,0.9,30.6471,303.694,2.98925,74.3364,223.916,491398,4.56174
hypergirgs,gluten,1,3550,464158,10,0.6,2.2,0.9,32.1821,586.213,8.00209,150.957,421.056,1173710,5.05737
hypergirgs,gluten,1,3560,1000000,10,0.6,2.2,0.9,33.7172,1106.42,17.23,201.573,877.577,2667196,5.33439
hypergirgs,gluten,1,3570,2154434,10,0.6,2.2,0.9,35.2522,2102.69,34.0132,309.175,1736.05,6197426,5.75318
hypergirgs,gluten,1,3580,4641588,10,0.6,2.2,0.9,36.7873,4585.36,121.375,666.656,3751.98,14562990,6.275
hypergirgs,gluten,1,3590,10000000,10,0.6,2.2,0.9,38.3224,9163.79,244.271,1250.58,7582.94,32737295,6.54746
hypergirgs,gluten,1,3600,21544346,10,0.6,2.2,0.9,39.8574,22993.1,523.964,3025.03,19192.8,66743360,6.1959
hypergirgs,gluten,1,3610,46415888,10,0.6,2.2,0.9,41.3925,40054.5,1043.68,5010.61,33654.8,155756849,6.71136
hypergirgs,gluten,1,3620,10000,100,0.6,2.2,0.9,19.9017,51.6293,0.856979,38.0532,12.6934,122753,24.5506
hypergirgs,gluten,1,3630,21544,100,0.6,2.2,0.9,21.4367,73.1465,4.7464,48.5361,19.8309,333229,30.9347
hypergirgs,gluten,1,3640,46415,100,0.6,2.2,0.9,22.9717,71.4019,3.80856,40.3488,27.2148,780887,33.648
hypergirgs,gluten,1,3650,100000,100,0.6,2.2,0.9,24.5068,92.3485,1.37187,34.9522,55.9923,1740133,34.8027
hypergirgs,gluten,1,3660,215443,100,0.6,2.2,0.9,26.0419,183.704,2.10614,45.236,136.103,4062770,37.7155
hypergirgs,gluten,1,3670,464158,100,0.6,2.2,0.9,27.5769,359.754,5.12088,49.2258,305.354,9746946,41.9984
hypergirgs,gluten,1,3680,1000000,100,0.6,2.2,0.9,29.112,777.665,10.6214,75.6159,688.612,22283750,44.5675
hypergirgs,gluten,1,3690,2154434,100,0.6,2.2,0.9,30.6471,1657.06,28.3074,125.055,1492.64,49751297,46.185
hypergirgs,gluten,1,3700,4641588,100,0.6,2.2,0.9,32.1821,3929.43,128.539,310.721,3474.13,118427125,51.0287
hypergirgs,gluten,1,3710,10000000,100,0.6,2.2,0.9,33.7172,8799.19,259.694,545.633,7961.8,273781235,54.7562
hypergirgs,gluten,1,3720,21544346,100,0.6,2.2,0.9,35.2522,19670.4,548.285,1074.3,17984.2,599284018,55.6326
hypergirgs,gluten,1,3730,46415888,100,0.6,2.2,0.9,36.7873,44751.2,1057.66,2241.88,41275.5,1365657244,58.8444
hypergirgs,gluten,1,3740,21544,1000,0.6,2.2,0.9,16.8315,83.8847,0.73669,33.2104,49.9174,2193875,203.665
hypergirgs,gluten,1,3750,46415,1000,0.6,2.2,0.9,18.3666,131.652,4.16681,32.9438,94.5189,5424650,233.746
hypergirgs,gluten,1,3760,100000,1000,0.6,2.2,0.9,19.9017,245.713,1.47071,17.8168,226.356,12763744,255.275
hypergirgs,gluten,1,3770,215443,1000,0.6,2.2,0.9,21.4367,593.808,2.46552,25.6302,565.657,31604500,293.391
hypergirgs,gluten,1,3780,464158,1000,0.6,2.2,0.9,22.9718,1437.71,4.94821,63.2336,1369.44,74571950,321.321
hypergirgs,gluten,1,3790,1000000,1000,0.6,2.2,0.9,24.5068,3474.78,17.773,92.0032,3362.22,179414420,358.829
hypergirgs,gluten,1,3800,2154434,1000,0.6,2.2,0.9,26.0419,8329.37,42.7794,124.886,8152.57,426587745,396.009
hypergirgs,gluten,1,3810,4641588,1000,0.6,2.2,0.9,27.577,19865.7,127.211,233.576,19490.6,982989660,423.557
hypergirgs,gluten,1,3820,10000000,1000,0.6,2.2,0.9,29.112,47545.5,296.691,438.674,46760.5,2260841705,452.168
